master_metadata_track_name,master_metadata_album_artist_name,spotify_track_uri,track_artist,track_listen_count,popularity,genre,track_uri,mean_bar_duration,mean_pitches,mean_max_loudness,mean_timbre,mean_tatums,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
What Else Is There?,Röyksopp,spotify:track:2cTOee6bTauDFK1QuDS1BD,What Else Is There? - Röyksopp,76,1,downtempo,2cTOee6bTauDFK1QuDS1BD,2.0811045394736842,0.39645836953373875,-9.204178105994787,1.8879022589052998,0.26113257001647444,0.704,0.927,9.0,-7.157,1.0,0.0437,0.185,0.108,0.325,0.342,114.995,audio_features,2cTOee6bTauDFK1QuDS1BD,spotify:track:2cTOee6bTauDFK1QuDS1BD,https://api.spotify.com/v1/tracks/2cTOee6bTauDFK1QuDS1BD,https://api.spotify.com/v1/audio-analysis/2cTOee6bTauDFK1QuDS1BD,317173.0,4.0
Teenagers From Mars,Misfits,spotify:track:5Kz1qOf5M1ESJK5UNXXi9B,Teenagers From Mars - Misfits,77,1,horror punk,5Kz1qOf5M1ESJK5UNXXi9B,2.7068503389830516,0.48036371350984386,-9.215936863543787,10.298487440597421,0.3382145188284519,0.381,0.949,4.0,-8.844,1.0,0.0466,0.608,0.00329,0.15,0.0873,88.695,audio_features,5Kz1qOf5M1ESJK5UNXXi9B,spotify:track:5Kz1qOf5M1ESJK5UNXXi9B,https://api.spotify.com/v1/tracks/5Kz1qOf5M1ESJK5UNXXi9B,https://api.spotify.com/v1/audio-analysis/5Kz1qOf5M1ESJK5UNXXi9B,163400.0,4.0
Banquet,Bloc Party,spotify:track:172u95XX2JxIfBZi1v0vKN,Banquet - Bloc Party,65,1,alternative dance,172u95XX2JxIfBZi1v0vKN,1.5820572,0.4135058823529412,-5.442229411764706,6.717444411764706,0.19975744466800804,0.576,0.935,10.0,-4.911,0.0,0.051,0.00013,0.017,0.0828,0.875,150.227,audio_features,172u95XX2JxIfBZi1v0vKN,spotify:track:172u95XX2JxIfBZi1v0vKN,https://api.spotify.com/v1/tracks/172u95XX2JxIfBZi1v0vKN,https://api.spotify.com/v1/audio-analysis/172u95XX2JxIfBZi1v0vKN,201360.0,4.0
The Girl and the Robot,Röyksopp,spotify:track:5HAOkY0sfcNfy576ZTHdTD,The Girl and the Robot - Röyksopp,35,1,downtempo,5HAOkY0sfcNfy576ZTHdTD,1.9658655639097746,0.38956753458096016,-6.848944670463791,7.07209140222403,0.2480576325757576,0.511,0.899,9.0,-5.323,0.0,0.0601,0.115,0.000105,0.107,0.0773,121.0,audio_features,5HAOkY0sfcNfy576ZTHdTD,spotify:track:5HAOkY0sfcNfy576ZTHdTD,https://api.spotify.com/v1/tracks/5HAOkY0sfcNfy576ZTHdTD,https://api.spotify.com/v1/audio-analysis/5HAOkY0sfcNfy576ZTHdTD,268893.0,4.0
Kendimden Geriye,Çilekeş,spotify:track:5RaBP5ZEKsjhU0EOhvfunB,Kendimden Geriye - Çilekeş,72,1,turkish alternative,5RaBP5ZEKsjhU0EOhvfunB,2.721784096385542,0.34578553137003837,-5.255929577464788,6.351450064020486,0.3412314029850746,0.466,0.827,1.0,-5.591,0.0,0.0323,0.000205,0.00931,0.105,0.323,87.986,audio_features,5RaBP5ZEKsjhU0EOhvfunB,spotify:track:5RaBP5ZEKsjhU0EOhvfunB,https://api.spotify.com/v1/tracks/5RaBP5ZEKsjhU0EOhvfunB,https://api.spotify.com/v1/audio-analysis/5RaBP5ZEKsjhU0EOhvfunB,235867.0,4.0
Y.o.k.,Çilekeş,spotify:track:62BTnA4K4FE8fNOuLSjJf4,Y.o.k. - Çilekeş,88,1,turkish alternative,62BTnA4K4FE8fNOuLSjJf4,2.389919230769231,0.3443176318651441,-7.683575040783034,6.442818787384448,0.29992356837606843,0.644,0.859,3.0,-6.795,0.0,0.045,0.00924,0.28,0.199,0.689,100.009,audio_features,62BTnA4K4FE8fNOuLSjJf4,spotify:track:62BTnA4K4FE8fNOuLSjJf4,https://api.spotify.com/v1/tracks/62BTnA4K4FE8fNOuLSjJf4,https://api.spotify.com/v1/audio-analysis/62BTnA4K4FE8fNOuLSjJf4,281120.0,4.0
Koca Bir Saçmalık,Jakuzi,spotify:track:5KDsV9BS4b68kATRBo5DBO,Koca Bir Saçmalık - Jakuzi,68,1,turkish alternative rock,5KDsV9BS4b68kATRBo5DBO,1.7653182857142857,0.4196244575936884,-7.35026627218935,5.300337278106508,0.22224666666666668,0.49,0.877,5.0,-6.887,1.0,0.046,0.0308,0.903,0.348,0.51,134.989,audio_features,5KDsV9BS4b68kATRBo5DBO,spotify:track:5KDsV9BS4b68kATRBo5DBO,https://api.spotify.com/v1/tracks/5KDsV9BS4b68kATRBo5DBO,https://api.spotify.com/v1/audio-analysis/5KDsV9BS4b68kATRBo5DBO,252307.0,4.0
Papatya,Teoman,spotify:track:1ziQ7lMpFlhyQ3TbkllmE2,Papatya - Teoman,31,1,turkish rock,1ziQ7lMpFlhyQ3TbkllmE2,2.985146626506024,0.41842736058301644,-10.558159695817492,1.2985729562737645,0.3731991097922849,0.636,0.817,10.0,-9.44,0.0,0.0677,0.0565,0.0,0.0659,0.904,80.403,audio_features,1ziQ7lMpFlhyQ3TbkllmE2,spotify:track:1ziQ7lMpFlhyQ3TbkllmE2,https://api.spotify.com/v1/tracks/1ziQ7lMpFlhyQ3TbkllmE2,https://api.spotify.com/v1/audio-analysis/1ziQ7lMpFlhyQ3TbkllmE2,255440.0,4.0
Enjoy,Björk,spotify:track:28GJnnbJ7fOKi2YBqlxWb9,Enjoy - Björk,100,1,art pop,28GJnnbJ7fOKi2YBqlxWb9,2.8417922222222223,0.48431701444622793,-11.184595505617978,6.982482343499197,0.3564399390243902,0.544,0.879,2.0,-10.72,1.0,0.0492,0.00169,0.759,0.129,0.461,84.207,audio_features,28GJnnbJ7fOKi2YBqlxWb9,spotify:track:28GJnnbJ7fOKi2YBqlxWb9,https://api.spotify.com/v1/tracks/28GJnnbJ7fOKi2YBqlxWb9,https://api.spotify.com/v1/audio-analysis/28GJnnbJ7fOKi2YBqlxWb9,237000.0,4.0
HTML Rulez DOOd,The Devil Wears Prada,spotify:track:78BAHRUJrZjk986Y03Y4Zt,HTML Rulez DOOd - The Devil Wears Prada,85,1,christian metal,78BAHRUJrZjk986Y03Y4Zt,2.0700546017699115,0.4773382352941177,-4.211842180774749,10.029498087039693,0.25949251101321585,0.194,0.969,7.0,-4.139,1.0,0.301,0.000275,5.67e-06,0.242,0.125,91.073,audio_features,78BAHRUJrZjk986Y03Y4Zt,spotify:track:78BAHRUJrZjk986Y03Y4Zt,https://api.spotify.com/v1/tracks/78BAHRUJrZjk986Y03Y4Zt,https://api.spotify.com/v1/audio-analysis/78BAHRUJrZjk986Y03Y4Zt,237760.0,4.0
Sink and Die,Scary Kids Scaring Kids,spotify:track:4gb7UFtOjK00WQPJFyTlbj,Sink and Die - Scary Kids Scaring Kids,43,1,neon pop punk,4gb7UFtOjK00WQPJFyTlbj,1.4396909523809522,0.4239933241252302,-4.404055248618785,5.984339779005525,0.1810213988095238,0.206,0.954,1.0,-4.452,0.0,0.084,0.0132,0.0,0.135,0.248,166.921,audio_features,4gb7UFtOjK00WQPJFyTlbj,spotify:track:4gb7UFtOjK00WQPJFyTlbj,https://api.spotify.com/v1/tracks/4gb7UFtOjK00WQPJFyTlbj,https://api.spotify.com/v1/audio-analysis/4gb7UFtOjK00WQPJFyTlbj,243760.0,4.0
Rise Up,blessthefall,spotify:track:307SZ9M9QZIKizyd8Zhcai,Rise Up - blessthefall,46,1,melodic metalcore,307SZ9M9QZIKizyd8Zhcai,1.8166581818181817,0.3824782400765184,-3.730177905308465,7.96189956958393,0.30318782967032964,0.245,0.901,2.0,-3.743,1.0,0.0506,0.000132,0.00191,0.25,0.305,102.368,audio_features,307SZ9M9QZIKizyd8Zhcai,spotify:track:307SZ9M9QZIKizyd8Zhcai,https://api.spotify.com/v1/tracks/307SZ9M9QZIKizyd8Zhcai,https://api.spotify.com/v1/audio-analysis/307SZ9M9QZIKizyd8Zhcai,222440.0,3.0
Niki Fm,Hawthorne Heights,spotify:track:0AySNcxAWo6RKotzZgvm96,Niki Fm - Hawthorne Heights,48,1,dayton indie,0AySNcxAWo6RKotzZgvm96,1.7724295384615385,0.2844200809307031,-9.126235204855842,2.0871627465857365,0.22211239463601534,0.434,0.556,1.0,-6.905,0.0,0.0344,0.139,1.07e-05,0.113,0.251,111.987,audio_features,0AySNcxAWo6RKotzZgvm96,spotify:track:0AySNcxAWo6RKotzZgvm96,https://api.spotify.com/v1/tracks/0AySNcxAWo6RKotzZgvm96,https://api.spotify.com/v1/audio-analysis/0AySNcxAWo6RKotzZgvm96,239520.0,4.0
"Kiss Me, I'm Contagious",From First To Last,spotify:track:4GBdQHTeiuyxiiQygc9F4q,"Kiss Me, I'm Contagious - From First To Last",60,1,metalcore,4GBdQHTeiuyxiiQygc9F4q,2.2314560674157304,0.4991013343403827,-3.523348942598187,9.180705689828804,0.28605133903133906,0.495,0.971,6.0,-3.75,0.0,0.123,3.75e-05,0.000147,0.211,0.269,104.981,audio_features,4GBdQHTeiuyxiiQygc9F4q,spotify:track:4GBdQHTeiuyxiiQygc9F4q,https://api.spotify.com/v1/tracks/4GBdQHTeiuyxiiQygc9F4q,https://api.spotify.com/v1/audio-analysis/4GBdQHTeiuyxiiQygc9F4q,202137.0,4.0
Lovely,Breathe Carolina,spotify:track:5UVmTW5RJV273QhyrsHeEi,Lovely - Breathe Carolina,97,1,electropowerpop,5UVmTW5RJV273QhyrsHeEi,1.698190606060606,0.369343137254902,-10.26647294117647,1.2727542156862743,0.21478990512333965,0.55,0.751,8.0,-7.881,1.0,0.0361,0.0559,0.0039,0.111,0.0412,140.018,audio_features,5UVmTW5RJV273QhyrsHeEi,spotify:track:5UVmTW5RJV273QhyrsHeEi,https://api.spotify.com/v1/tracks/5UVmTW5RJV273QhyrsHeEi,https://api.spotify.com/v1/audio-analysis/5UVmTW5RJV273QhyrsHeEi,233347.0,4.0
Gossip,Breathe Carolina,spotify:track:2tOp2O0nwMagpFjZCk4pBD,Gossip - Breathe Carolina,43,1,electropowerpop,2tOp2O0nwMagpFjZCk4pBD,1.837082300884956,0.39006558900037164,-8.770710144927536,6.276566703827574,0.2306451208791209,0.68,0.811,0.0,-6.152,0.0,0.033,0.00703,8.43e-06,0.126,0.428,129.992,audio_features,2tOp2O0nwMagpFjZCk4pBD,spotify:track:2tOp2O0nwMagpFjZCk4pBD,https://api.spotify.com/v1/tracks/2tOp2O0nwMagpFjZCk4pBD,https://api.spotify.com/v1/audio-analysis/2tOp2O0nwMagpFjZCk4pBD,211787.0,4.0
Put Some Clothes On,Breathe Carolina,spotify:track:7fEVFJVcWEZrZy8gFUhkaW,Put Some Clothes On - Breathe Carolina,51,1,electropowerpop,7fEVFJVcWEZrZy8gFUhkaW,2.000867256637168,0.351240538573508,-7.855188864628821,9.696575327510917,0.2500913566739606,0.655,0.781,0.0,-7.733,1.0,0.0331,0.000432,0.0239,0.145,0.782,119.968,audio_features,7fEVFJVcWEZrZy8gFUhkaW,spotify:track:7fEVFJVcWEZrZy8gFUhkaW,https://api.spotify.com/v1/tracks/7fEVFJVcWEZrZy8gFUhkaW,https://api.spotify.com/v1/audio-analysis/7fEVFJVcWEZrZy8gFUhkaW,233493.0,4.0
Sex Ed Rocks,I Set My Friends On Fire,spotify:track:70bIXA78HdQB7QCMZ5YwLF,Sex Ed Rocks - I Set My Friends On Fire,41,1,electropowerpop,70bIXA78HdQB7QCMZ5YwLF,1.533090564516129,0.40054961719670207,-3.9368303886925795,10.790903121319197,0.19351657894736843,0.419,0.918,2.0,-5.111,0.0,0.0828,0.00128,0.0,0.306,0.395,154.394,audio_features,70bIXA78HdQB7QCMZ5YwLF,spotify:track:70bIXA78HdQB7QCMZ5YwLF,https://api.spotify.com/v1/tracks/70bIXA78HdQB7QCMZ5YwLF,https://api.spotify.com/v1/audio-analysis/70bIXA78HdQB7QCMZ5YwLF,192699.0,4.0
The Birds and The Bees,Breathe Carolina,spotify:track:0Q1bzd01LsJ5Ri8wLo9cdd,The Birds and The Bees - Breathe Carolina,50,1,electropowerpop,0Q1bzd01LsJ5Ri8wLo9cdd,1.9704700819672132,0.3662550505050505,-7.3104276094276095,7.223945566778899,0.24995720785935885,0.639,0.708,0.0,-5.269,0.0,0.0407,0.0421,0.0,0.484,0.415,120.003,audio_features,0Q1bzd01LsJ5Ri8wLo9cdd,spotify:track:0Q1bzd01LsJ5Ri8wLo9cdd,https://api.spotify.com/v1/tracks/0Q1bzd01LsJ5Ri8wLo9cdd,https://api.spotify.com/v1/audio-analysis/0Q1bzd01LsJ5Ri8wLo9cdd,242227.0,4.0
A Little Piece of Heaven,Avenged Sevenfold,spotify:track:1BLfQ6dPXmuDrFmbdfW7Jl,A Little Piece of Heaven - Avenged Sevenfold,38,1,alternative metal,1BLfQ6dPXmuDrFmbdfW7Jl,1.6510315277777776,0.37483634415186773,-5.243856705450092,6.181309501939171,0.20691313963573288,0.486,0.881,2.0,-5.623,0.0,0.0474,0.0244,0.0,0.429,0.667,144.997,audio_features,1BLfQ6dPXmuDrFmbdfW7Jl,spotify:track:1BLfQ6dPXmuDrFmbdfW7Jl,https://api.spotify.com/v1/tracks/1BLfQ6dPXmuDrFmbdfW7Jl,https://api.spotify.com/v1/audio-analysis/1BLfQ6dPXmuDrFmbdfW7Jl,480707.0,4.0
Chelsea Smile,Bring Me The Horizon,spotify:track:2C5jGbR23YLonV7Lton6fV,Chelsea Smile - Bring Me The Horizon,42,1,melodic metalcore,2C5jGbR23YLonV7Lton6fV,2.4030245161290327,0.4789085841694537,-4.903797101449276,6.893476960237829,0.3010252112676057,0.407,0.891,10.0,-5.201,0.0,0.105,3.61e-05,0.0182,0.328,0.22,99.898,audio_features,2C5jGbR23YLonV7Lton6fV,spotify:track:2C5jGbR23YLonV7Lton6fV,https://api.spotify.com/v1/tracks/2C5jGbR23YLonV7Lton6fV,https://api.spotify.com/v1/audio-analysis/2C5jGbR23YLonV7Lton6fV,302560.0,4.0
The Show Must Go On,"Drop Dead, Gorgeous",spotify:track:4ft1Gm8S7C0N7KArL4Ifeq,"The Show Must Go On - Drop Dead, Gorgeous",40,1,neon pop punk,4ft1Gm8S7C0N7KArL4Ifeq,1.8229772393822397,0.4568680215475025,-4.425497551420175,8.575610512569376,0.22910548230731947,0.267,2.03e-05,0.0,-3.727,0.0,0.147,0.00265,0.0458,0.271,0.071,128.429,audio_features,4ft1Gm8S7C0N7KArL4Ifeq,spotify:track:4ft1Gm8S7C0N7KArL4Ifeq,https://api.spotify.com/v1/tracks/4ft1Gm8S7C0N7KArL4Ifeq,https://api.spotify.com/v1/audio-analysis/4ft1Gm8S7C0N7KArL4Ifeq,946013.0,4.0
Still Fly,The Devil Wears Prada,spotify:track:3In1CjNcgFKQmzpVwoLSQy,Still Fly - The Devil Wears Prada,46,1,christian metal,3In1CjNcgFKQmzpVwoLSQy,1.3489694736842106,0.43653435593828493,-3.9825328310010764,11.045938464298528,0.16861509523809526,0.365,0.923,2.0,-4.459,0.0,0.139,0.00103,0.0,0.391,0.203,177.988,audio_features,3In1CjNcgFKQmzpVwoLSQy,spotify:track:3In1CjNcgFKQmzpVwoLSQy,https://api.spotify.com/v1/tracks/3In1CjNcgFKQmzpVwoLSQy,https://api.spotify.com/v1/audio-analysis/3In1CjNcgFKQmzpVwoLSQy,295227.0,4.0
Emily,From First To Last,spotify:track:15n4p6R6Tuht5KAgK3g3IX,Emily - From First To Last,42,1,metalcore,15n4p6R6Tuht5KAgK3g3IX,1.613359479166667,0.31888421395955646,-8.709270058708414,8.72879810828441,0.20329467532467532,0.484,0.553,7.0,-7.577,1.0,0.0315,0.605,0.0,0.102,0.36,148.13,audio_features,15n4p6R6Tuht5KAgK3g3IX,spotify:track:15n4p6R6Tuht5KAgK3g3IX,https://api.spotify.com/v1/tracks/15n4p6R6Tuht5KAgK3g3IX,https://api.spotify.com/v1/audio-analysis/15n4p6R6Tuht5KAgK3g3IX,159347.0,4.0
In Vogue,"Drop Dead, Gorgeous",spotify:track:6b2YrNV7uoPt1pdzpMF40E,"In Vogue - Drop Dead, Gorgeous",38,1,neon pop punk,6b2YrNV7uoPt1pdzpMF40E,1.3536308547008544,0.39845148291424887,-9.257499032882013,2.674546905222437,0.16991411889596603,0.151,0.906,7.0,-6.621,0.0,0.0749,0.00183,0.836,0.125,0.117,176.206,audio_features,6b2YrNV7uoPt1pdzpMF40E,spotify:track:6b2YrNV7uoPt1pdzpMF40E,https://api.spotify.com/v1/tracks/6b2YrNV7uoPt1pdzpMF40E,https://api.spotify.com/v1/audio-analysis/6b2YrNV7uoPt1pdzpMF40E,165108.0,4.0
Rough Hands,Alexisonfire,spotify:track:7MLB8n8YqUV4cRV8pl70g2,Rough Hands - Alexisonfire,39,1,canadian post-hardcore,7MLB8n8YqUV4cRV8pl70g2,1.9710842953020133,0.3303539509014192,-7.109325661680092,-1.1976705024932874,0.24776911073825503,0.393,0.764,6.0,-6.104,1.0,0.0424,0.00333,0.866,0.115,0.0717,121.374,audio_features,7MLB8n8YqUV4cRV8pl70g2,spotify:track:7MLB8n8YqUV4cRV8pl70g2,https://api.spotify.com/v1/tracks/7MLB8n8YqUV4cRV8pl70g2,https://api.spotify.com/v1/audio-analysis/7MLB8n8YqUV4cRV8pl70g2,330987.0,4.0
Dressed For Friend Requests,"Drop Dead, Gorgeous",spotify:track:3E52b2s2M0tOtBKkXsNFrq,"Dressed For Friend Requests - Drop Dead, Gorgeous",45,1,neon pop punk,3E52b2s2M0tOtBKkXsNFrq,2.21258,0.42056365461847395,-5.816669879518073,9.487032530120482,0.278288844765343,0.188,0.889,0.0,-4.91,0.0,0.119,0.000458,0.00533,0.0451,0.138,96.543,audio_features,3E52b2s2M0tOtBKkXsNFrq,spotify:track:3E52b2s2M0tOtBKkXsNFrq,https://api.spotify.com/v1/tracks/3E52b2s2M0tOtBKkXsNFrq,https://api.spotify.com/v1/audio-analysis/3E52b2s2M0tOtBKkXsNFrq,156707.0,4.0
My Darkest Hour,Scary Kids Scaring Kids,spotify:track:7mV7vI17u8TRVnuE9YwkuY,My Darkest Hour - Scary Kids Scaring Kids,42,1,neon pop punk,7mV7vI17u8TRVnuE9YwkuY,2.283947888888889,0.44679947601773473,-3.9333712212817415,7.227203849254332,0.290436095505618,0.566,0.931,2.0,-4.292,0.0,0.0915,0.00842,0.0,0.323,0.491,103.45,audio_features,7mV7vI17u8TRVnuE9YwkuY,spotify:track:7mV7vI17u8TRVnuE9YwkuY,https://api.spotify.com/v1/tracks/7mV7vI17u8TRVnuE9YwkuY,https://api.spotify.com/v1/audio-analysis/7mV7vI17u8TRVnuE9YwkuY,209747.0,4.0
Damn Regret,The Red Jumpsuit Apparatus,spotify:track:44HdPuYShZtHgSqn7kssgT,Damn Regret - The Red Jumpsuit Apparatus,45,1,alternative metal,44HdPuYShZtHgSqn7kssgT,2.0042323684210532,0.3553011159107271,-2.4436285097192227,11.652450143988482,0.25224934853420194,0.549,0.911,2.0,-3.419,1.0,0.0458,0.00045,0.0,0.221,0.499,118.97,audio_features,44HdPuYShZtHgSqn7kssgT,spotify:track:44HdPuYShZtHgSqn7kssgT,https://api.spotify.com/v1/tracks/44HdPuYShZtHgSqn7kssgT,https://api.spotify.com/v1/audio-analysis/44HdPuYShZtHgSqn7kssgT,165976.0,4.0
Heroine,From First To Last,spotify:track:68qTHvSgGliiPUaiIXOvTu,Heroine - From First To Last,45,1,metalcore,68qTHvSgGliiPUaiIXOvTu,1.6455097572815534,0.3759547335319431,-7.251010923535254,8.387234359483614,0.20630811893203882,0.186,0.893,5.0,-4.838,1.0,0.124,0.00106,0.0912,0.353,0.184,118.674,audio_features,68qTHvSgGliiPUaiIXOvTu,spotify:track:68qTHvSgGliiPUaiIXOvTu,https://api.spotify.com/v1/tracks/68qTHvSgGliiPUaiIXOvTu,https://api.spotify.com/v1/audio-analysis/68qTHvSgGliiPUaiIXOvTu,341960.0,5.0
Buried Myself Alive,The Used,spotify:track:746bHsY27aWTMYpoxqECOm,Buried Myself Alive - The Used,41,1,alternative metal,746bHsY27aWTMYpoxqECOm,1.375828,0.3718203183520599,-6.2977651685393266,7.5067724719101125,0.1752164492753623,0.26,0.923,7.0,-5.023,1.0,0.157,0.00108,0.0,0.763,0.387,170.605,audio_features,746bHsY27aWTMYpoxqECOm,spotify:track:746bHsY27aWTMYpoxqECOm,https://api.spotify.com/v1/tracks/746bHsY27aWTMYpoxqECOm,https://api.spotify.com/v1/audio-analysis/746bHsY27aWTMYpoxqECOm,242133.0,4.0
Ride The Wings Of Pestilence,From First To Last,spotify:track:5TljqB3tKMmYMRXUc95mjt,Ride The Wings Of Pestilence - From First To Last,60,1,metalcore,5TljqB3tKMmYMRXUc95mjt,1.084289512195122,0.39043209876543206,-4.170876068376068,7.4236088556505235,0.18141072640868977,0.293,0.889,7.0,-4.23,1.0,0.0783,0.000694,0.0,0.676,0.189,165.416,audio_features,5TljqB3tKMmYMRXUc95mjt,spotify:track:5TljqB3tKMmYMRXUc95mjt,https://api.spotify.com/v1/tracks/5TljqB3tKMmYMRXUc95mjt,https://api.spotify.com/v1/audio-analysis/5TljqB3tKMmYMRXUc95mjt,267827.0,3.0
Short Stories With Tragic Endings,From Autumn To Ashes,spotify:track:4eRtGBzP92gjIMOtal2kNB,Short Stories With Tragic Endings - From Autumn To Ashes,35,1,melodic metalcore,4eRtGBzP92gjIMOtal2kNB,1.6026100288184435,0.3263160034231921,-7.5554165596919125,3.8401079375267444,0.2679605283381364,0.215,0.752,9.0,-6.481,0.0,0.0441,0.000717,0.009,0.112,0.0585,93.758,audio_features,4eRtGBzP92gjIMOtal2kNB,spotify:track:4eRtGBzP92gjIMOtal2kNB,https://api.spotify.com/v1/tracks/4eRtGBzP92gjIMOtal2kNB,https://api.spotify.com/v1/audio-analysis/4eRtGBzP92gjIMOtal2kNB,565973.0,3.0
Dammit,blink-182,spotify:track:6HvUYS1xDfTCGWoeVrv3XS,Dammit - blink-182,29,1,alternative metal,6HvUYS1xDfTCGWoeVrv3XS,2.1751771621621616,0.46277866972477066,-5.173984709480123,2.288592889908257,0.27280755852842814,0.429,0.974,0.0,-5.136,1.0,0.0899,0.00168,0.0,0.164,0.33,110.373,audio_features,6HvUYS1xDfTCGWoeVrv3XS,spotify:track:6HvUYS1xDfTCGWoeVrv3XS,https://api.spotify.com/v1/tracks/6HvUYS1xDfTCGWoeVrv3XS,https://api.spotify.com/v1/audio-analysis/6HvUYS1xDfTCGWoeVrv3XS,165373.0,4.0
Such Small Hands,La Dispute,spotify:track:0tksWgMFUovmWxDAnkebtO,Such Small Hands - La Dispute,33,1,alternative emo,0tksWgMFUovmWxDAnkebtO,1.4985907936507938,0.3486327345309382,-7.298904191616767,7.785314371257485,0.18732011857707506,0.648,0.732,5.0,-5.194,1.0,0.0821,0.225,0.00132,0.0682,0.324,159.88,audio_features,0tksWgMFUovmWxDAnkebtO,spotify:track:0tksWgMFUovmWxDAnkebtO,https://api.spotify.com/v1/tracks/0tksWgMFUovmWxDAnkebtO,https://api.spotify.com/v1/audio-analysis/0tksWgMFUovmWxDAnkebtO,95587.0,4.0
Genesis,Grimes,spotify:track:48p1tayyXF3eh8E3Y4pXmK,Genesis - Grimes,58,1,art pop,48p1tayyXF3eh8E3Y4pXmK,1.4476390285714287,0.3259989167440421,-9.201974930362118,3.639704967502322,0.18067719546742209,0.611,0.677,10.0,-6.745,0.0,0.034,0.0764,0.0698,0.241,0.233,166.04,audio_features,48p1tayyXF3eh8E3Y4pXmK,spotify:track:48p1tayyXF3eh8E3Y4pXmK,https://api.spotify.com/v1/tracks/48p1tayyXF3eh8E3Y4pXmK,https://api.spotify.com/v1/audio-analysis/48p1tayyXF3eh8E3Y4pXmK,255320.0,4.0
Come To Daddy - Pappy Mix,Aphex Twin,spotify:track:53T0V3jTJDs3kIqwvlgspI,Come To Daddy - Pappy Mix - Aphex Twin,63,1,ambient,53T0V3jTJDs3kIqwvlgspI,1.4778400574712645,0.4857140901771337,-8.699013526570047,10.553283011272143,0.18472308571428572,0.421,0.944,8.0,-9.179,1.0,0.302,0.0764,0.815,0.119,0.222,162.179,audio_features,53T0V3jTJDs3kIqwvlgspI,spotify:track:53T0V3jTJDs3kIqwvlgspI,https://api.spotify.com/v1/tracks/53T0V3jTJDs3kIqwvlgspI,https://api.spotify.com/v1/audio-analysis/53T0V3jTJDs3kIqwvlgspI,262533.0,4.0
Hard Times,Patrick Wolf,spotify:track:0m2EmZ0TLqlCL7qIoMbbx0,Hard Times - Patrick Wolf,81,1,downtempo,0m2EmZ0TLqlCL7qIoMbbx0,1.5939800757575757,0.3807248361423221,-6.564196629213483,4.748493913857677,0.19994567107750472,0.508,0.794,0.0,-5.115,0.0,0.0701,0.000558,0.00158,0.749,0.309,150.041,audio_features,0m2EmZ0TLqlCL7qIoMbbx0,spotify:track:0m2EmZ0TLqlCL7qIoMbbx0,https://api.spotify.com/v1/tracks/0m2EmZ0TLqlCL7qIoMbbx0,https://api.spotify.com/v1/audio-analysis/0m2EmZ0TLqlCL7qIoMbbx0,213067.0,4.0
Play For Today,The Cure,spotify:track:74xQ8aN8Y23wbVQBZzlNNu,Play For Today - The Cure,68,1,new wave,74xQ8aN8Y23wbVQBZzlNNu,2.9877649295774646,0.3962295067101923,-9.306162132752991,-0.11653182807399354,0.37486313588850173,0.659,0.837,11.0,-8.757,0.0,0.095,0.0336,0.0221,0.108,0.862,80.312,audio_features,74xQ8aN8Y23wbVQBZzlNNu,spotify:track:74xQ8aN8Y23wbVQBZzlNNu,https://api.spotify.com/v1/tracks/74xQ8aN8Y23wbVQBZzlNNu,https://api.spotify.com/v1/audio-analysis/74xQ8aN8Y23wbVQBZzlNNu,219173.0,4.0
Biessensoŭnasć,Nürnberg,spotify:track:15njV7JWS4Mg9GpJFJ6n3X,Biessensoŭnasć - Nürnberg,86,1,belarusian indie,15njV7JWS4Mg9GpJFJ6n3X,1.369208709677419,0.346000542888165,-9.40428013029316,-1.601689467969598,0.17148756048387095,0.443,0.656,1.0,-9.963,1.0,0.0343,0.000297,0.858,0.117,0.463,174.913,audio_features,15njV7JWS4Mg9GpJFJ6n3X,spotify:track:15njV7JWS4Mg9GpJFJ6n3X,https://api.spotify.com/v1/tracks/15njV7JWS4Mg9GpJFJ6n3X,https://api.spotify.com/v1/audio-analysis/15njV7JWS4Mg9GpJFJ6n3X,176100.0,4.0
Es Zieht Mich,Schwefelgelb,spotify:track:5X5ctrZBjOap0TIaVU2BRi,Es Zieht Mich - Schwefelgelb,47,1,experimental techno,5X5ctrZBjOap0TIaVU2BRi,1.8751807692307694,0.362410469667319,-6.121485812133072,3.3113718607305933,0.23621363402061857,0.69,0.788,9.0,-7.11,0.0,0.056,0.00106,0.858,0.0559,0.367,127.012,audio_features,5X5ctrZBjOap0TIaVU2BRi,spotify:track:5X5ctrZBjOap0TIaVU2BRi,https://api.spotify.com/v1/tracks/5X5ctrZBjOap0TIaVU2BRi,https://api.spotify.com/v1/audio-analysis/5X5ctrZBjOap0TIaVU2BRi,369893.0,4.0
