master_metadata_track_name,master_metadata_album_artist_name,spotify_track_uri,track_artist,track_listen_count,popularity,genre,track_uri,mean_bar_duration,mean_pitches,mean_max_loudness,mean_timbre,mean_tatums,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Can't Stop Loving You - 2016 Remaster,Phil Collins,spotify:track:2W6PNGCN4PGwPMf1jYazL4,Can't Stop Loving You - 2016 Remaster - Phil Collins,1,0,rock drums,2W6PNGCN4PGwPMf1jYazL4,2.3856414285714282,0.3415191489361702,-7.925114893617021,3.926231826241135,0.2996276777251185,0.604,0.778,0.0,-5.686,1.0,0.0259,0.00726,1.33e-05,0.114,0.419,100.155,audio_features,2W6PNGCN4PGwPMf1jYazL4,spotify:track:2W6PNGCN4PGwPMf1jYazL4,https://api.spotify.com/v1/tracks/2W6PNGCN4PGwPMf1jYazL4,https://api.spotify.com/v1/audio-analysis/2W6PNGCN4PGwPMf1jYazL4,256453.0,4.0
Lovesong,The Cure,spotify:track:49edirvFZwWjxAMZJRg1hN,Lovesong - The Cure,1,0,new wave,49edirvFZwWjxAMZJRg1hN,1.7131462711864407,0.35227514367816093,-5.077166666666666,6.774880387931035,0.2141073949579832,0.58,0.869,9.0,-4.349,0.0,0.0297,0.375,0.276,0.159,0.736,139.945,audio_features,49edirvFZwWjxAMZJRg1hN,spotify:track:49edirvFZwWjxAMZJRg1hN,https://api.spotify.com/v1/tracks/49edirvFZwWjxAMZJRg1hN,https://api.spotify.com/v1/audio-analysis/49edirvFZwWjxAMZJRg1hN,206907.0,4.0
Sen Gibi,Nev,spotify:track:7r3KOUNwVVydbgb9axEEhv,Sen Gibi - Nev,1,0,baton rouge rap,7r3KOUNwVVydbgb9axEEhv,1.6123007142857142,0.33982800878972275,-6.472395537525355,3.623832065584854,0.20277067164179102,0.61,0.586,11.0,-5.255,0.0,0.0437,0.118,0.0,0.238,0.584,148.07,audio_features,7r3KOUNwVVydbgb9axEEhv,spotify:track:7r3KOUNwVVydbgb9axEEhv,https://api.spotify.com/v1/tracks/7r3KOUNwVVydbgb9axEEhv,https://api.spotify.com/v1/audio-analysis/7r3KOUNwVVydbgb9axEEhv,277478.0,4.0
Bu Gece Son,Levent Yüksel,spotify:track:669exQpqehepy1SbtWrLQJ,Bu Gece Son - Levent Yüksel,1,0,turkish pop,669exQpqehepy1SbtWrLQJ,2.992379891304348,0.3112112688398177,-18.250499474237646,6.327080003505081,0.37632293800539085,0.499,0.251,7.0,-15.697,1.0,0.0397,0.29,0.0,0.0629,0.303,79.664,audio_features,669exQpqehepy1SbtWrLQJ,spotify:track:669exQpqehepy1SbtWrLQJ,https://api.spotify.com/v1/tracks/669exQpqehepy1SbtWrLQJ,https://api.spotify.com/v1/audio-analysis/669exQpqehepy1SbtWrLQJ,282567.0,4.0
7 Stunden,LEA,spotify:track:1EbdQ54jFLGEH94cUif3TI,7 Stunden - LEA,1,0,speedrun,1EbdQ54jFLGEH94cUif3TI,2.165343797468354,0.31759377967711305,-10.049723646723647,5.740628561253562,0.2712557255520505,0.767,0.558,11.0,-6.638,0.0,0.22,0.471,0.0,0.0653,0.325,110.573,audio_features,1EbdQ54jFLGEH94cUif3TI,spotify:track:1EbdQ54jFLGEH94cUif3TI,https://api.spotify.com/v1/tracks/1EbdQ54jFLGEH94cUif3TI,https://api.spotify.com/v1/audio-analysis/1EbdQ54jFLGEH94cUif3TI,174680.0,5.0
Wonderwall - Remastered,Oasis,spotify:track:7ygpwy2qP3NbrxVkHvUhXY,Wonderwall - Remastered - Oasis,1,0,beatlesque,7ygpwy2qP3NbrxVkHvUhXY,1.3642103723404257,0.33638050483351234,-4.603345864661654,3.5904723415682067,0.17217883689839572,0.375,0.893,2.0,-4.097,1.0,0.0406,0.000509,0.0,0.187,0.434,174.323,audio_features,7ygpwy2qP3NbrxVkHvUhXY,spotify:track:7ygpwy2qP3NbrxVkHvUhXY,https://api.spotify.com/v1/tracks/7ygpwy2qP3NbrxVkHvUhXY,https://api.spotify.com/v1/audio-analysis/7ygpwy2qP3NbrxVkHvUhXY,258773.0,4.0
Moonrise,Spacecraft,spotify:track:4p1RrPyEOuTDsgmXDCHPd0,Moonrise - Spacecraft,1,0,organic ambient,4p1RrPyEOuTDsgmXDCHPd0,2.7375817647058827,0.2876450726344719,-17.988719670200236,-5.53560502552022,0.4539370961538461,0.239,0.229,1.0,-17.46,1.0,0.0421,0.856,0.875,0.109,0.0359,65.927,audio_features,4p1RrPyEOuTDsgmXDCHPd0,spotify:track:4p1RrPyEOuTDsgmXDCHPd0,https://api.spotify.com/v1/tracks/4p1RrPyEOuTDsgmXDCHPd0,https://api.spotify.com/v1/audio-analysis/4p1RrPyEOuTDsgmXDCHPd0,241354.0,3.0
The Woods Between Us,Matt Tondut,spotify:track:45GbLG9IRRQXXl5U1WwXtW,The Woods Between Us - Matt Tondut,1,0,organic ambient,45GbLG9IRRQXXl5U1WwXtW,2.017875465116279,0.26433129726585225,-28.073924956369982,-26.0360068353694,0.2506144571428571,0.197,0.0966,9.0,-28.06,1.0,0.0399,0.983,0.946,0.0852,0.123,103.716,audio_features,45GbLG9IRRQXXl5U1WwXtW,spotify:track:45GbLG9IRRQXXl5U1WwXtW,https://api.spotify.com/v1/tracks/45GbLG9IRRQXXl5U1WwXtW,https://api.spotify.com/v1/audio-analysis/45GbLG9IRRQXXl5U1WwXtW,178814.0,5.0
Morning Prayer,Simon Wester,spotify:track:4imKugn0XXrrp7D04eJqpy,Morning Prayer - Simon Wester,1,0,ambient worship,4imKugn0XXrrp7D04eJqpy,3.754970769230769,0.23066451990632317,-29.085126463700234,-13.495513856362217,0.4714541346153846,0.181,0.0167,2.0,-25.536,1.0,0.0355,0.974,0.862,0.0723,0.0475,62.784,audio_features,4imKugn0XXrrp7D04eJqpy,spotify:track:4imKugn0XXrrp7D04eJqpy,https://api.spotify.com/v1/tracks/4imKugn0XXrrp7D04eJqpy,https://api.spotify.com/v1/audio-analysis/4imKugn0XXrrp7D04eJqpy,204000.0,4.0
Lush,Four Tet,spotify:track:4KjNEsQ4jkqXwCmsn71a9p,Lush - Four Tet,1,0,electronica,4KjNEsQ4jkqXwCmsn71a9p,1.8109606547619046,0.31151537806953566,-10.039126914660832,-8.919806831996109,0.22643397037037036,0.659,0.667,1.0,-10.463,0.0,0.0326,0.83,0.896,0.118,0.637,132.907,audio_features,4KjNEsQ4jkqXwCmsn71a9p,spotify:track:4KjNEsQ4jkqXwCmsn71a9p,https://api.spotify.com/v1/tracks/4KjNEsQ4jkqXwCmsn71a9p,https://api.spotify.com/v1/audio-analysis/4KjNEsQ4jkqXwCmsn71a9p,311893.0,4.0
Apricots,Bicep,spotify:track:0WfOuXw05LJq4ik1lVvTzi,Apricots - Bicep,1,0,ambient house,0WfOuXw05LJq4ik1lVvTzi,1.8454794696969699,0.29338424059139784,-7.434778225806451,8.467769489247313,0.2341525812619503,0.819,0.599,11.0,-6.778,1.0,0.039,0.347,0.824,0.083,0.489,127.986,audio_features,0WfOuXw05LJq4ik1lVvTzi,spotify:track:0WfOuXw05LJq4ik1lVvTzi,https://api.spotify.com/v1/tracks/0WfOuXw05LJq4ik1lVvTzi,https://api.spotify.com/v1/audio-analysis/0WfOuXw05LJq4ik1lVvTzi,246507.0,4.0
A Walk,Tycho,spotify:track:0sQNqu37YQQSI3K0ueswyA,A Walk - Tycho,1,0,chillwave,0sQNqu37YQQSI3K0ueswyA,1.702291546961326,0.32910885537509665,-9.968862335653519,-4.396889791183293,0.21427390041493777,0.659,0.717,9.0,-7.816,1.0,0.0318,0.331,0.911,0.127,0.384,139.952,audio_features,0sQNqu37YQQSI3K0ueswyA,spotify:track:0sQNqu37YQQSI3K0ueswyA,https://api.spotify.com/v1/tracks/0sQNqu37YQQSI3K0ueswyA,https://api.spotify.com/v1/audio-analysis/0sQNqu37YQQSI3K0ueswyA,316919.0,4.0
Perpetuate,OAFF,spotify:track:1qtTDqhx9HvKB7LN7PaL7W,Perpetuate - OAFF,1,0,indian indie,1qtTDqhx9HvKB7LN7PaL7W,1.5535100000000002,0.32217969348659004,-17.14848735632184,-8.180416538952747,0.2586804384133612,0.509,0.615,5.0,-11.981,1.0,0.037,0.909,0.953,0.0936,0.344,116.058,audio_features,1qtTDqhx9HvKB7LN7PaL7W,spotify:track:1qtTDqhx9HvKB7LN7PaL7W,https://api.spotify.com/v1/tracks/1qtTDqhx9HvKB7LN7PaL7W,https://api.spotify.com/v1/audio-analysis/1qtTDqhx9HvKB7LN7PaL7W,249879.0,3.0
All Equal,AK,spotify:track:18l96LCRzEegdK7snU2DFF,All Equal - AK,1,0,dance pop,18l96LCRzEegdK7snU2DFF,1.8848513793103452,0.4273928752214629,-18.56927790432802,-11.802120412553784,0.23665763948497853,0.698,0.573,9.0,-16.798,0.0,0.0498,0.657,0.845,0.333,0.0586,126.98,audio_features,18l96LCRzEegdK7snU2DFF,spotify:track:18l96LCRzEegdK7snU2DFF,https://api.spotify.com/v1/tracks/18l96LCRzEegdK7snU2DFF,https://api.spotify.com/v1/audio-analysis/18l96LCRzEegdK7snU2DFF,222992.0,4.0
The Third in Line,Dandara,spotify:track:0aCzk0rLcSarPylQmx6txM,The Third in Line - Dandara,1,0,ethnotronica,0aCzk0rLcSarPylQmx6txM,2.0899193220338983,0.3369852813852814,-18.266751082251087,-21.07184325396825,0.26309473833097596,0.807,0.426,10.0,-16.656,0.0,0.0598,0.0873,0.931,0.18,0.204,113.99,audio_features,0aCzk0rLcSarPylQmx6txM,spotify:track:0aCzk0rLcSarPylQmx6txM,https://api.spotify.com/v1/tracks/0aCzk0rLcSarPylQmx6txM,https://api.spotify.com/v1/audio-analysis/0aCzk0rLcSarPylQmx6txM,376842.0,4.0
Uncharted,Lee Konitz,spotify:track:3Jp9JcePzezvMPoXvAduHt,Uncharted - Lee Konitz,1,0,bebop,3Jp9JcePzezvMPoXvAduHt,1.7291553731343283,0.2761618787049704,-21.009644322845418,1.8840233698130413,0.217042407063197,0.528,0.122,10.0,-20.092,1.0,0.0403,0.877,0.00965,0.0996,0.36,132.662,audio_features,3Jp9JcePzezvMPoXvAduHt,spotify:track:3Jp9JcePzezvMPoXvAduHt,https://api.spotify.com/v1/tracks/3Jp9JcePzezvMPoXvAduHt,https://api.spotify.com/v1/audio-analysis/3Jp9JcePzezvMPoXvAduHt,235267.0,4.0
First Trip,Joe Henderson,spotify:track:5KLK9ONw2d1sKXnwT76FFa,First Trip - Joe Henderson,1,0,bebop,5KLK9ONw2d1sKXnwT76FFa,1.6902797814207653,0.31460570854847963,-17.421607573149743,-0.32198192771084366,0.21187946866485013,0.44,0.372,0.0,-15.074,1.0,0.0689,0.436,0.14,0.173,0.519,150.959,audio_features,5KLK9ONw2d1sKXnwT76FFa,spotify:track:5KLK9ONw2d1sKXnwT76FFa,https://api.spotify.com/v1/tracks/5KLK9ONw2d1sKXnwT76FFa,https://api.spotify.com/v1/audio-analysis/5KLK9ONw2d1sKXnwT76FFa,314160.0,4.0
Django - Rudy Van Gelder Edition / Remastered 1999,Grant Green,spotify:track:4w7EnqiLksvE6rcuR8F8bn,Django - Rudy Van Gelder Edition / Remastered 1999 - Grant Green,1,0,jazz,4w7EnqiLksvE6rcuR8F8bn,2.0224121874999996,0.2505333430685358,-13.079033294392524,1.6046462714174456,0.25588517751479284,0.653,0.368,10.0,-11.567,0.0,0.0439,0.875,0.00305,0.0972,0.249,117.161,audio_features,4w7EnqiLksvE6rcuR8F8bn,spotify:track:4w7EnqiLksvE6rcuR8F8bn,https://api.spotify.com/v1/tracks/4w7EnqiLksvE6rcuR8F8bn,https://api.spotify.com/v1/audio-analysis/4w7EnqiLksvE6rcuR8F8bn,524093.0,4.0
I Didn't Know What Time It Was,Tigran Hamasyan,spotify:track:753IPE29U6NWJtWOqAin7T,I Didn't Know What Time It Was - Tigran Hamasyan,1,0,armenian folk,753IPE29U6NWJtWOqAin7T,1.9292570588235298,0.3203923456790123,-20.529174814814812,-8.35237549382716,0.243052375,0.592,0.227,0.0,-18.141,0.0,0.035,0.916,0.865,0.103,0.327,123.075,audio_features,753IPE29U6NWJtWOqAin7T,spotify:track:753IPE29U6NWJtWOqAin7T,https://api.spotify.com/v1/tracks/753IPE29U6NWJtWOqAin7T,https://api.spotify.com/v1/audio-analysis/753IPE29U6NWJtWOqAin7T,433361.0,4.0
Alone with You,Y.V.E. 48,spotify:track:3rMu51ZwOmmpHaHXXngJZ0,Alone with You - Y.V.E. 48,1,0,deep tropical house,3rMu51ZwOmmpHaHXXngJZ0,2.299196153846154,0.32003376831501834,-12.388749999999998,-9.43053891941392,0.28633901515151516,0.655,0.529,5.0,-11.141,0.0,0.0344,0.267,0.242,0.105,0.307,104.982,audio_features,3rMu51ZwOmmpHaHXXngJZ0,spotify:track:3rMu51ZwOmmpHaHXXngJZ0,https://api.spotify.com/v1/tracks/3rMu51ZwOmmpHaHXXngJZ0,https://api.spotify.com/v1/audio-analysis/3rMu51ZwOmmpHaHXXngJZ0,153143.0,4.0
"Follow You, Follow Me",Tom Polo,spotify:track:5aMgN8OXDv0nJUWq1v37kv,"Follow You, Follow Me - Tom Polo",1,0,coverchill,5aMgN8OXDv0nJUWq1v37kv,1.999814,0.3854549180327869,-7.943065573770491,-1.4141798155737708,0.24996524590163932,0.706,0.839,11.0,-7.317,0.0,0.037,0.131,0.000287,0.164,0.101,120.007,audio_features,5aMgN8OXDv0nJUWq1v37kv,spotify:track:5aMgN8OXDv0nJUWq1v37kv,https://api.spotify.com/v1/tracks/5aMgN8OXDv0nJUWq1v37kv,https://api.spotify.com/v1/audio-analysis/5aMgN8OXDv0nJUWq1v37kv,124000.0,4.0
On The Rhode,Milton Keys,spotify:track:2U6xRL9locnLYWFJVCgFkn,On The Rhode - Milton Keys,1,0,,2U6xRL9locnLYWFJVCgFkn,1.9889357522123892,0.3549916584887144,-11.83859273797841,-0.9492052666012428,0.2497535982339956,0.775,0.636,6.0,-9.444,0.0,0.0457,0.0113,0.863,0.482,0.643,120.038,audio_features,2U6xRL9locnLYWFJVCgFkn,spotify:track:2U6xRL9locnLYWFJVCgFkn,https://api.spotify.com/v1/tracks/2U6xRL9locnLYWFJVCgFkn,https://api.spotify.com/v1/audio-analysis/2U6xRL9locnLYWFJVCgFkn,227681.0,4.0
Kalmar - Lassjo's Dive,Guzimi,spotify:track:7sjPnJvroufu2baQuwoZ7Z,Kalmar - Lassjo's Dive - Guzimi,1,0,lo-fi jazzhop,7sjPnJvroufu2baQuwoZ7Z,2.5154515957446812,0.36537992334126357,-15.274367961934972,-11.497923407348665,0.31309189295039164,0.719,0.431,9.0,-14.268,0.0,0.069,0.359,0.742,0.1,0.47,96.029,audio_features,7sjPnJvroufu2baQuwoZ7Z,spotify:track:7sjPnJvroufu2baQuwoZ7Z,https://api.spotify.com/v1/tracks/7sjPnJvroufu2baQuwoZ7Z,https://api.spotify.com/v1/audio-analysis/7sjPnJvroufu2baQuwoZ7Z,240625.0,4.0
Forrest Glade,Einmusik,spotify:track:77fSqYrYJI2RelDOIUE2e7,Forrest Glade - Einmusik,1,0,german techno,77fSqYrYJI2RelDOIUE2e7,1.8931411403508773,0.30425075075075075,-17.854276061776062,-14.210033301158301,0.23878652365236525,0.246,0.41,4.0,-14.796,1.0,0.0332,0.753,0.902,0.105,0.0373,123.94,audio_features,77fSqYrYJI2RelDOIUE2e7,spotify:track:77fSqYrYJI2RelDOIUE2e7,https://api.spotify.com/v1/tracks/77fSqYrYJI2RelDOIUE2e7,https://api.spotify.com/v1/audio-analysis/77fSqYrYJI2RelDOIUE2e7,437188.0,4.0
One More Night,Michael Kiwanuka,spotify:track:0f2zcrhhHT59aIGQvRlTZ1,One More Night - Michael Kiwanuka,1,0,british soul,0f2zcrhhHT59aIGQvRlTZ1,2.225708725490196,0.3233214285714286,-5.221827896512936,9.12189191976003,0.2782320782396088,0.684,0.764,6.0,-5.342,0.0,0.0254,0.0129,0.000171,0.141,0.944,107.806,audio_features,0f2zcrhhHT59aIGQvRlTZ1,spotify:track:0f2zcrhhHT59aIGQvRlTZ1,https://api.spotify.com/v1/tracks/0f2zcrhhHT59aIGQvRlTZ1,https://api.spotify.com/v1/audio-analysis/0f2zcrhhHT59aIGQvRlTZ1,233413.0,4.0
More Than Whiskey,Kris Barclay,spotify:track:3G6kPKoy6iPk6dseaHN06v,More Than Whiskey - Kris Barclay,1,0,,3G6kPKoy6iPk6dseaHN06v,2.3891351219512194,0.31823148148148145,-6.043987455197133,2.4960649641577057,0.3005655454545455,0.567,0.69,0.0,-4.719,1.0,0.028,0.0728,0.0,0.104,0.513,100.022,audio_features,3G6kPKoy6iPk6dseaHN06v,spotify:track:3G6kPKoy6iPk6dseaHN06v,https://api.spotify.com/v1/tracks/3G6kPKoy6iPk6dseaHN06v,https://api.spotify.com/v1/audio-analysis/3G6kPKoy6iPk6dseaHN06v,202800.0,4.0
Tonight Tonight,Hot Chelle Rae,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight - Hot Chelle Rae,1,0,dance rock,2i0AUcEnsDm3dsqLrFWUCq,2.364231807228916,0.3885633250825083,-6.531554455445544,10.748322607260725,0.3000747720364742,0.686,0.783,4.0,-4.977,1.0,0.119,0.0764,0.0,0.163,0.814,99.978,audio_features,2i0AUcEnsDm3dsqLrFWUCq,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,https://api.spotify.com/v1/tracks/2i0AUcEnsDm3dsqLrFWUCq,https://api.spotify.com/v1/audio-analysis/2i0AUcEnsDm3dsqLrFWUCq,200467.0,4.0
Concrete,Crystal Castles,spotify:track:5uMS7kg4cnXdZgtBzCvSDl,Concrete - Crystal Castles,48,1,alternative dance,5uMS7kg4cnXdZgtBzCvSDl,1.8607253846153848,0.3853652294503278,-9.878337367624809,-1.1055550932929905,0.23258997601918463,0.478,0.78,9.0,-7.961,0.0,0.0451,0.000178,0.557,0.173,0.21,128.991,audio_features,5uMS7kg4cnXdZgtBzCvSDl,spotify:track:5uMS7kg4cnXdZgtBzCvSDl,https://api.spotify.com/v1/tracks/5uMS7kg4cnXdZgtBzCvSDl,https://api.spotify.com/v1/audio-analysis/5uMS7kg4cnXdZgtBzCvSDl,196493.0,4.0
There is A,Mall Grab,spotify:track:7J5OgC27wvIaBPpxQFPCLm,There is A - Mall Grab,29,1,aussietronica,7J5OgC27wvIaBPpxQFPCLm,1.7465406532663317,0.4921943886937615,-7.754098845960862,1.7727990048503093,0.22222250317662007,0.594,0.94,2.0,-8.021,1.0,0.0661,0.000177,0.911,0.635,0.356,134.979,audio_features,7J5OgC27wvIaBPpxQFPCLm,spotify:track:7J5OgC27wvIaBPpxQFPCLm,https://api.spotify.com/v1/tracks/7J5OgC27wvIaBPpxQFPCLm,https://api.spotify.com/v1/audio-analysis/7J5OgC27wvIaBPpxQFPCLm,350222.0,4.0
Get Back,Britney Spears,spotify:track:59Xb5YkZ1AFrMD19T6cKr8,Get Back - Britney Spears,1,0,dance pop,59Xb5YkZ1AFrMD19T6cKr8,2.022159009009009,0.3935500376222724,-6.71150677200903,7.894035929270128,0.25676655328798187,0.768,0.9,8.0,-4.196,1.0,0.0421,0.344,8.28e-05,0.128,0.697,116.778,audio_features,59Xb5YkZ1AFrMD19T6cKr8,spotify:track:59Xb5YkZ1AFrMD19T6cKr8,https://api.spotify.com/v1/tracks/59Xb5YkZ1AFrMD19T6cKr8,https://api.spotify.com/v1/audio-analysis/59Xb5YkZ1AFrMD19T6cKr8,229093.0,4.0
With Love,Hilary Duff,spotify:track:7DjTfU6kIcoXaAO02f5EOz,With Love - Hilary Duff,1,0,dance pop,7DjTfU6kIcoXaAO02f5EOz,1.9782564835164833,0.38948719563392104,-6.049957178841309,11.483769731318219,0.2457716847826087,0.852,0.896,6.0,-5.465,0.0,0.0681,0.00887,6.03e-05,0.0216,0.961,121.978,audio_features,7DjTfU6kIcoXaAO02f5EOz,spotify:track:7DjTfU6kIcoXaAO02f5EOz,https://api.spotify.com/v1/tracks/7DjTfU6kIcoXaAO02f5EOz,https://api.spotify.com/v1/audio-analysis/7DjTfU6kIcoXaAO02f5EOz,181000.0,4.0
Wait (The Whisper Song),Ying Yang Twins,spotify:track:5Y78yINSOCW6xbOfGWNBg4,Wait (The Whisper Song) - Ying Yang Twins,1,0,atl hip hop,5Y78yINSOCW6xbOfGWNBg4,2.3529914473684213,0.3845499108734403,-14.261045454545453,0.5727055481283423,0.29358740983606557,0.933,0.513,7.0,-13.203,1.0,0.347,0.00112,0.00248,0.107,0.595,102.017,audio_features,5Y78yINSOCW6xbOfGWNBg4,spotify:track:5Y78yINSOCW6xbOfGWNBg4,https://api.spotify.com/v1/tracks/5Y78yINSOCW6xbOfGWNBg4,https://api.spotify.com/v1/audio-analysis/5Y78yINSOCW6xbOfGWNBg4,179160.0,4.0
Bottle Pop,The Pussycat Dolls,spotify:track:5y3HjH8uyBhSyyR4se6Sl8,Bottle Pop - The Pussycat Dolls,1,0,dance pop,5y3HjH8uyBhSyyR4se6Sl8,2.0785213,0.3653604628549203,-9.037487747957993,1.9278128160248935,0.2585713333333334,0.816,0.576,7.0,-9.46,1.0,0.0393,0.00366,0.00197,0.4,0.745,116.056,audio_features,5y3HjH8uyBhSyyR4se6Sl8,spotify:track:5y3HjH8uyBhSyyR4se6Sl8,https://api.spotify.com/v1/tracks/5y3HjH8uyBhSyyR4se6Sl8,https://api.spotify.com/v1/audio-analysis/5y3HjH8uyBhSyyR4se6Sl8,210333.0,4.0
This Is Why I'm Hot,MiMS,spotify:track:0AA6zq5ArZ1sSH7VIMi4NK,This Is Why I'm Hot - MiMS,1,0,pop rap,0AA6zq5ArZ1sSH7VIMi4NK,2.676467127659574,0.35215593141797963,-7.7577710843373495,0.2198898671609514,0.3320088481675393,0.621,0.6,8.0,-6.349,1.0,0.576,0.277,0.0,0.495,0.485,80.021,audio_features,0AA6zq5ArZ1sSH7VIMi4NK,spotify:track:0AA6zq5ArZ1sSH7VIMi4NK,https://api.spotify.com/v1/tracks/0AA6zq5ArZ1sSH7VIMi4NK,https://api.spotify.com/v1/audio-analysis/0AA6zq5ArZ1sSH7VIMi4NK,253707.0,4.0
Cinderella,Britney Spears,spotify:track:4PoTu14Wi2o9l0Rb09gBCa,Cinderella - Britney Spears,1,0,dance pop,4PoTu14Wi2o9l0Rb09gBCa,2.1751619191919196,0.40893624161073827,-3.368165548098434,13.719371457867265,0.2725720100502513,0.667,0.898,1.0,-1.843,0.0,0.0448,0.00293,0.000722,0.159,0.751,110.056,audio_features,4PoTu14Wi2o9l0Rb09gBCa,spotify:track:4PoTu14Wi2o9l0Rb09gBCa,https://api.spotify.com/v1/tracks/4PoTu14Wi2o9l0Rb09gBCa,https://api.spotify.com/v1/audio-analysis/4PoTu14Wi2o9l0Rb09gBCa,219227.0,4.0
Smooth (feat. Rob Thomas),Santana,spotify:track:0n2SEXB2qoRQg171q7XqeW,Smooth (feat. Rob Thomas) - Santana,1,0,blues rock,0n2SEXB2qoRQg171q7XqeW,2.070291560283688,0.37368709972552605,-3.872570905763952,8.835106663616957,0.2587929505300353,0.609,0.923,9.0,-3.908,1.0,0.0338,0.16,4.73e-06,0.295,0.961,115.996,audio_features,0n2SEXB2qoRQg171q7XqeW,spotify:track:0n2SEXB2qoRQg171q7XqeW,https://api.spotify.com/v1/tracks/0n2SEXB2qoRQg171q7XqeW,https://api.spotify.com/v1/audio-analysis/0n2SEXB2qoRQg171q7XqeW,294987.0,4.0
Crash,Gwen Stefani,spotify:track:6HJxf2Vnveoo5Hm7sZ7qOp,Crash - Gwen Stefani,1,0,dance pop,6HJxf2Vnveoo5Hm7sZ7qOp,1.8994537500000002,0.374455561241897,-1.7509611054247696,11.060657454793585,0.23795803501945526,0.785,0.929,9.0,-1.635,1.0,0.0424,0.0192,0.0,0.873,0.93,126.23,audio_features,6HJxf2Vnveoo5Hm7sZ7qOp,spotify:track:6HJxf2Vnveoo5Hm7sZ7qOp,https://api.spotify.com/v1/tracks/6HJxf2Vnveoo5Hm7sZ7qOp,https://api.spotify.com/v1/audio-analysis/6HJxf2Vnveoo5Hm7sZ7qOp,246613.0,4.0
Forever In Your Eyes,Jessica Simpson,spotify:track:3S1JWrYVSoDJt9ofxoi4D9,Forever In Your Eyes - Jessica Simpson,1,0,dance pop,3S1JWrYVSoDJt9ofxoi4D9,1.4509282191780821,0.37358228691019785,-5.777636986301369,15.434609493911719,0.18136757264957265,0.713,0.849,6.0,-2.275,0.0,0.155,0.0184,0.000374,0.0825,0.682,165.543,audio_features,3S1JWrYVSoDJt9ofxoi4D9,spotify:track:3S1JWrYVSoDJt9ofxoi4D9,https://api.spotify.com/v1/tracks/3S1JWrYVSoDJt9ofxoi4D9,https://api.spotify.com/v1/audio-analysis/3S1JWrYVSoDJt9ofxoi4D9,218667.0,4.0
Shape of My Heart,Backstreet Boys,spotify:track:35o9a4iAfLl5jRmqMX9c1D,Shape of My Heart - Backstreet Boys,1,0,boy band,35o9a4iAfLl5jRmqMX9c1D,2.484198,0.3665953856749311,-5.614469696969697,8.534327938475666,0.3123653443526171,0.575,0.786,9.0,-4.353,1.0,0.0296,0.252,0.0,0.159,0.518,96.102,audio_features,35o9a4iAfLl5jRmqMX9c1D,spotify:track:35o9a4iAfLl5jRmqMX9c1D,https://api.spotify.com/v1/tracks/35o9a4iAfLl5jRmqMX9c1D,https://api.spotify.com/v1/audio-analysis/35o9a4iAfLl5jRmqMX9c1D,230093.0,4.0
A Moment Like This,Kelly Clarkson,spotify:track:6Far9mixuLOSu0Y5ectjfA,A Moment Like This - Kelly Clarkson,1,0,dance pop,6Far9mixuLOSu0Y5ectjfA,3.2089364285714286,0.26737784522003033,-6.811359635811836,9.084214592817402,0.41971314126394055,0.414,0.574,8.0,-3.884,1.0,0.0304,0.167,0.0,0.115,0.155,71.796,audio_features,6Far9mixuLOSu0Y5ectjfA,spotify:track:6Far9mixuLOSu0Y5ectjfA,https://api.spotify.com/v1/tracks/6Far9mixuLOSu0Y5ectjfA,https://api.spotify.com/v1/audio-analysis/6Far9mixuLOSu0Y5ectjfA,228267.0,4.0
(God Must Have Spent) A Little More Time On You - Remix,*NSYNC,spotify:track:71iJTGlwQaHQTIYflaQxoM,(God Must Have Spent) A Little More Time On You - Remix - *NSYNC,1,0,boy band,71iJTGlwQaHQTIYflaQxoM,2.8414640476190476,0.35625175330033,-9.888289603960395,-3.928550948844885,0.3573365178571428,0.587,0.527,10.0,-8.354,1.0,0.0339,0.435,0.0,0.302,0.301,84.021,audio_features,71iJTGlwQaHQTIYflaQxoM,spotify:track:71iJTGlwQaHQTIYflaQxoM,https://api.spotify.com/v1/tracks/71iJTGlwQaHQTIYflaQxoM,https://api.spotify.com/v1/audio-analysis/71iJTGlwQaHQTIYflaQxoM,241507.0,4.0
All or Nothing,O-Town,spotify:track:1TBIHWmr1r34J2s0eSfA7U,All or Nothing - O-Town,1,0,children's folk,1TBIHWmr1r34J2s0eSfA7U,1.8854182191780824,0.2700813648293963,-7.47547375328084,6.984219378827646,0.23691479452054798,0.644,0.473,0.0,-5.201,1.0,0.0282,0.205,0.0,0.183,0.252,126.925,audio_features,1TBIHWmr1r34J2s0eSfA7U,spotify:track:1TBIHWmr1r34J2s0eSfA7U,https://api.spotify.com/v1/tracks/1TBIHWmr1r34J2s0eSfA7U,https://api.spotify.com/v1/audio-analysis/1TBIHWmr1r34J2s0eSfA7U,281427.0,4.0
